log_date,reg,depot,vehicle_type,status,utilised,drops_in,drops_out,job_reference,route,start_time,end_time,drivers_mate
2026-09-19,SA23RHZ,Dundee,Hi-Cube,Out for Delivery,1,1,12,AO191150,149,05:45,13:35,Sample Mate 087
2026-09-19,SA24HUJ,Dundee,Hi-Cube,RELOAD PT 2,1,4,19,AO248182,193,06:45,16:05,
2026-09-19,SA24XPF,Dundee,Hi-Cube,Out for Delivery,1,4,8,AO864396,121,06:15,13:05,Sample Mate 001
2026-09-19,SA21CCO,Crawley,3.5 Tonne,Out for Delivery,1,3,21,AO282974,143,08:30,17:50,
2026-09-19,SA22YMS,Crawley,3.5 Tonne,Out for Delivery,1,4,16,AO368593,157,06:45,15:05,Sample Mate 080
2026-09-19,SA23TCW,Crawley,3.5 Tonne,Out for Delivery,1,1,10,AO867138,188,07:45,16:20,
2026-09-19,SA23LTT,Crawley,3.5 Tonne,Out for Delivery,1,1,10,AO598463,117,08:00,15:20,
2026-09-19,SA20CXC,Crawley,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA22KZH,Crawley,3.5 Tonne,Out for Delivery,1,4,20,AO249970,153,08:45,16:50,
2026-09-19,SA24SVW,Crawley,3.5 Tonne,Out for Delivery,1,2,22,AO148043,196,06:30,14:20,Sample Mate 097
2026-09-19,SA22CFJ,Crawley,Hi-Cube,Out for Delivery,1,1,13,AO133608,165,07:45,17:35,
2026-09-19,SA21CEN,Heywood,Hi-Cube,Stood,0,0,0,,,,,
2026-09-19,SA23SWZ,Heywood,Hi-Cube,Out for Delivery,1,4,13,AO744570,182,08:15,15:50,
2026-09-19,SA22LUM,Heywood,3.5 Tonne,Out for Delivery,1,0,18,AO292804,129,08:15,16:50,Sample Mate 101
2026-09-19,SA25KXF,Heywood,3.5 Tonne,Out for Delivery,1,2,12,AO759182,118,07:15,15:35,
2026-09-19,SA24WUX,Heywood,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA19GHF,Heywood,3.5 Tonne,Out for Delivery,1,4,12,AO757725,185,05:00,16:35,Sample Mate 066
2026-09-19,SA21VAL,Heywood,3.5 Tonne,Out for Delivery,1,1,10,AO704987,155,06:00,15:05,
2026-09-19,SA23BVR,Heywood,3.5 Tonne,Out for Delivery,1,2,20,AO768012,116,07:45,17:35,Sample Mate 060
2026-09-19,SA24UTB,Larkhall,3.5 Tonne,Out for Delivery,1,4,17,AO857325,138,06:00,16:35,Sample Mate 094
2026-09-19,SA19AAK,Larkhall,Hi-Cube,Out for Delivery,1,3,15,AO694879,159,07:45,18:50,
2026-09-19,SA19FOW,Larkhall,Hi-Cube,Out for Delivery,1,0,9,AO730019,136,06:00,15:05,
2026-09-19,SA19MYE,Larkhall,Hi-Cube,Out for Delivery,1,4,22,AO159406,174,07:00,15:20,Sample Mate 066
2026-09-19,SA19SSR,Larkhall,3.5 Tonne,Out for Delivery,1,2,9,AO344205,150,07:45,14:20,Sample Mate 093
2026-09-19,SA20SBV,Larkhall,3.5 Tonne,Out for Delivery,1,3,17,AO934589,139,06:15,14:50,Sample Mate 007
2026-09-19,SA21JDG,Larkhall,3.5 Tonne,Out for Delivery,1,0,13,AO514054,124,06:45,14:05,
2026-09-19,SA25OEB,Basildon,3.5 Tonne,Out for Delivery,1,1,10,AO902839,168,06:30,16:05,Sample Mate 056
2026-09-19,SA20DZU,Basildon,3.5 Tonne,Out for Delivery,1,2,20,AO734955,170,06:00,15:35,
2026-09-19,SA19XOT,Basildon,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA21FMO,Basildon,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA24GBF,Basildon,Hi-Cube,Out for Delivery,1,4,12,AO872363,179,06:15,16:05,
2026-09-19,SA25RNO,Basildon,Hi-Cube,Stood,0,0,0,,,,,
2026-09-19,SA19XZU,Outside HDV Network,Hi-Cube,Out for Delivery,1,3,22,AO290088,124,06:15,14:20,Sample Mate 045
2026-09-19,SA19LMO,Outside HDV Network,3.5 Tonne,Out for Delivery,1,0,17,AO297546,129,06:00,13:35,Sample Mate 019
2026-09-19,SA24CXH,Outside HDV Network,3.5 Tonne,Out for Delivery,1,4,21,AO578114,154,06:45,16:35,Sample Mate 040
2026-09-19,SA24ACZ,Outside HDV Network,3.5 Tonne,Out for Delivery,1,0,13,AO958870,118,07:15,17:35,Sample Mate 084
2026-09-19,SA20EXZ,Fareham,3.5 Tonne,Out for Delivery,1,3,8,AO267118,194,06:30,15:05,Sample Mate 079
2026-09-19,SA21GBX,Fareham,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA19LNB,Fareham,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19PGR,Fareham,3.5 Tonne,Out for Delivery,1,4,14,AO680434,156,07:15,14:35,Sample Mate 086
2026-09-19,SA19WEJ,Avonmouth,Hi-Cube,Out for Delivery,1,4,19,AO514229,111,05:00,15:20,Sample Mate 044
2026-09-19,SA22DLG,Avonmouth,Hi-Cube,Out for Delivery,1,2,18,AO311109,110,06:30,14:20,Sample Mate 008
2026-09-19,SA24FWY,Avonmouth,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA23LBS,Crewe,3.5 Tonne,Out for Delivery,1,1,8,AO211136,134,05:00,12:50,
2026-09-19,SA25BSS,Crewe,3.5 Tonne,Out for Delivery,1,1,13,AO524507,185,06:45,15:35,
2026-09-19,SA20FBH,Crewe,3.5 Tonne,Out for Delivery,1,1,10,AO366491,191,07:45,18:35,Sample Mate 111
2026-09-19,SA22TSZ,Crewe,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA25DST,Crewe,3.5 Tonne,Out for Delivery,1,0,11,AO330532,180,05:15,15:50,Sample Mate 039
2026-09-19,SA25XEN,Crewe,3.5 Tonne,Out for Delivery,1,3,9,AO996439,173,06:00,14:05,Sample Mate 075
2026-09-19,SA23BYE,Crewe,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19MRR,Crewe,Hi-Cube,Out for Delivery,1,4,11,AO611430,160,05:45,12:05,
2026-09-19,SA24DLU,Crewe,Hi-Cube,Out for Delivery,1,1,22,AO207523,116,06:45,17:50,Sample Mate 048
2026-09-19,SA25YOS,Crewe,Hi-Cube,Out for Delivery,1,4,21,AO533830,172,06:00,13:50,Sample Mate 117
2026-09-19,SA19JFP,Crewe,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA25VBZ,Crewe,3.5 Tonne,Out for Delivery,1,3,16,AO887015,180,06:30,14:50,Sample Mate 082
2026-09-19,SA19CNH,Crewe,3.5 Tonne,Out for Delivery,1,1,16,AO925465,198,06:00,17:35,Sample Mate 088
2026-09-19,SA21DSL,Crewe,3.5 Tonne,Out for Delivery,1,2,19,AO798849,173,06:00,14:05,
2026-09-19,SA20UEE,Crewe,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19YDC,Crewe,3.5 Tonne,Out for Delivery,1,4,13,AO874450,154,07:45,16:05,
2026-09-19,SA22BPZ,Crewe,3.5 Tonne,Out for Delivery,1,3,12,AO929044,150,08:00,18:20,Sample Mate 092
2026-09-19,SA23JPZ,Crewe,Hi-Cube,Out for Delivery,1,0,10,AO823702,185,05:45,12:35,Sample Mate 056
2026-09-19,SA19ECR,Crewe,Hi-Cube,Out for Delivery,1,0,9,AO446079,198,06:15,14:50,
2026-09-19,SA21HCL,Crewe,Hi-Cube,Out for Delivery,1,3,12,AO951309,103,07:30,17:50,
2026-09-19,SA25FMP,Crewe,3.5 Tonne,Out for Delivery,1,4,8,AO919797,138,06:00,16:20,
2026-09-19,SA20CBD,Crewe,3.5 Tonne,Out for Delivery,1,4,14,AO198633,103,05:15,13:05,
2026-09-19,SA22BVF,Crewe,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA24UTV,Crewe,3.5 Tonne,Out for Delivery,1,2,10,AO330690,138,07:00,18:20,Sample Mate 028
2026-09-19,SA19UEA,Crewe,3.5 Tonne,Out for Delivery,1,1,10,AO885951,109,08:15,15:50,Sample Mate 082
2026-09-19,SA19NNF,Crewe,3.5 Tonne,Out for Delivery,1,2,13,AO598675,153,06:45,17:05,Sample Mate 080
2026-09-19,SA25GBJ,Crewe,3.5 Tonne,Out for Delivery,1,4,14,AO792293,163,06:15,16:35,
2026-09-19,SA24DKG,Crewe,Hi-Cube,Out for Delivery,1,2,12,AO130793,141,06:30,15:35,Sample Mate 081
2026-09-19,SA25FXR,Crewe,Hi-Cube,Out for Delivery,1,0,19,AO411304,155,06:30,17:05,
2026-09-19,SA25GPM,Crewe,Hi-Cube,Out for Delivery,1,2,11,AO485233,106,07:45,18:20,
2026-09-19,SA20NMS,Crewe,3.5 Tonne,Out for Delivery,1,0,12,AO798940,121,05:15,16:50,Sample Mate 017
2026-09-19,SA21UZE,Crewe,3.5 Tonne,Out for Delivery,1,2,11,AO957094,177,06:45,16:35,
2026-09-19,SA19ZOT,Crewe,3.5 Tonne,Out for Delivery,1,4,18,AO962166,155,06:30,17:50,
2026-09-19,SA21UZJ,Crewe,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA19TOW,Crewe,3.5 Tonne,Out for Delivery,1,0,16,AO932198,194,06:00,14:20,Sample Mate 074
2026-09-19,SA21DLX,Crewe,3.5 Tonne,RELOAD PT 2,1,1,21,AO177127,165,06:00,15:20,
2026-09-19,SA22MAN,Crewe,3.5 Tonne,Out for Delivery,1,3,14,AO329588,145,05:30,16:20,
2026-09-19,SA20VGF,Crewe,Hi-Cube,Out for Delivery,1,2,9,AO321914,135,06:00,14:20,
2026-09-19,SA19XLS,Crossgreen,Hi-Cube,Stood,0,0,0,,,,,
2026-09-19,SA21ZDO,Crossgreen,Hi-Cube,VOR,0,0,0,,,,,
2026-09-19,SA21CHE,Crossgreen,3.5 Tonne,Out for Delivery,1,3,16,AO726288,156,07:30,17:05,
2026-09-19,SA23DFF,Crossgreen,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19NED,Crossgreen,3.5 Tonne,RELOAD PT 2,1,3,16,AO153175,130,06:00,17:20,
2026-09-19,SA19NWX,Crossgreen,3.5 Tonne,RELOAD PT 2,1,0,22,AO303321,109,06:00,14:05,Sample Mate 052
2026-09-19,SA25CNY,Crossgreen,3.5 Tonne,Out for Delivery,1,0,10,AO855793,120,08:00,17:35,
2026-09-19,SA23CDN,Crossgreen,3.5 Tonne,Out for Delivery,1,1,14,AO952395,155,08:15,16:05,Sample Mate 071
2026-09-19,SA19LOX,Crossgreen,3.5 Tonne,Out for Delivery,1,3,8,AO693606,156,06:00,14:05,Sample Mate 030
2026-09-19,SA25CCF,Crossgreen,Hi-Cube,VOR,0,0,0,,,,,
2026-09-19,SA23PMY,Crossgreen,Hi-Cube,VOR,0,0,0,,,,,
2026-09-19,SA20YRS,Crossgreen,Hi-Cube,Out for Delivery,1,0,22,AO868511,183,07:30,15:50,
2026-09-19,SA23SMA,Crossgreen,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19XKN,Crossgreen,3.5 Tonne,Out for Delivery,1,4,11,AO219597,196,05:30,15:05,Sample Mate 070
2026-09-19,SA21VER,Crossgreen,3.5 Tonne,Out for Delivery,1,1,17,AO163490,192,07:45,17:50,
2026-09-19,SA19TVB,Stoke,3.5 Tonne,Out for Delivery,1,0,16,AO309205,146,06:00,13:20,
2026-09-19,SA22UUP,Stoke,3.5 Tonne,Out for Delivery,1,2,12,AO192363,167,06:45,15:50,
2026-09-19,SA21UZD,Stoke,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA21CDW,Stoke,3.5 Tonne,RELOAD PT 2,1,0,18,AO189086,116,05:45,16:20,Sample Mate 061
2026-09-19,SA21LRE,Stoke,Hi-Cube,Out for Delivery,1,0,15,AO321015,171,06:00,14:50,Sample Mate 085
2026-09-19,SA20WLB,Stoke,Hi-Cube,Out for Delivery,1,0,12,AO673142,197,07:00,15:35,Sample Mate 115
2026-09-19,SA24NET,Stoke,Hi-Cube,Stood,0,0,0,,,,,
2026-09-19,SA23ZOM,Stoke,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA25WUH,Stoke,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA20GUD,Stoke,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA24ZYS,Stoke,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19LBV,Stoke,3.5 Tonne,Out for Delivery,1,2,21,AO142007,153,06:45,14:35,
2026-09-19,SA19KFD,Stoke,3.5 Tonne,Out for Delivery,1,0,8,AO278308,158,05:45,16:50,
2026-09-19,SA23BZY,Exeter,3.5 Tonne,Out for Delivery,1,2,21,AO218635,192,06:00,14:05,
2026-09-19,SA19ZDR,Exeter,Hi-Cube,Out for Delivery,1,2,18,AO671453,158,06:45,13:35,
2026-09-19,SA19JLV,Exeter,Hi-Cube,Out for Delivery,1,3,15,AO131121,180,06:00,13:50,Sample Mate 055
2026-09-19,SA20HPY,Exeter,Hi-Cube,Out for Delivery,1,1,20,AO116639,170,08:45,18:50,
2026-09-19,SA22EVO,Exeter,3.5 Tonne,Out for Delivery,1,1,17,AO810597,145,06:00,15:35,Sample Mate 047
2026-09-19,SA24CLV,Exeter,3.5 Tonne,Out for Delivery,1,0,14,AO909475,146,07:45,16:20,Sample Mate 107
2026-09-19,SA22TYE,Exeter,3.5 Tonne,Out for Delivery,1,3,16,AO259383,167,06:15,15:35,
2026-09-19,SA21ALE,Exeter,3.5 Tonne,Out for Delivery,1,3,17,AO516325,170,06:00,16:35,Sample Mate 075
2026-09-19,SA20DZV,Exeter,3.5 Tonne,Out for Delivery,1,0,9,AO302031,186,05:00,12:50,
2026-09-19,SA19TKZ,Exeter,3.5 Tonne,RELOAD PT 2,1,3,20,AO427497,108,06:30,17:05,Sample Mate 042
2026-09-19,SA24UBW,Exeter,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA22DLT,Exeter,Hi-Cube,Out for Delivery,1,1,10,AO667304,178,08:00,17:35,Sample Mate 099
2026-09-19,SA20AMK,Coventry,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA20TRB,Coventry,Hi-Cube,Out for Delivery,1,0,20,AO975023,173,06:45,13:05,
2026-09-19,SA21YHN,Coventry,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA25OFL,Coventry,3.5 Tonne,Out for Delivery,1,2,20,AO581423,129,07:30,17:05,
2026-09-19,SA25GVF,Coventry,3.5 Tonne,Out for Delivery,1,3,9,AO250444,196,07:00,16:35,
2026-09-19,SA25HHH,Coventry,3.5 Tonne,Out for Delivery,1,2,21,AO259490,189,08:30,17:20,
2026-09-19,SA22UNE,Coventry,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA23JZS,Coventry,3.5 Tonne,Out for Delivery,1,4,8,AO138117,154,08:30,15:50,Sample Mate 028
2026-09-19,SA22BPB,Coventry,3.5 Tonne,Out for Delivery,1,3,17,AO562129,194,05:00,14:50,
2026-09-19,SA25ARM,Coventry,Hi-Cube,Out for Delivery,1,1,17,AO398016,172,06:30,13:35,
2026-09-19,SA22WDT,Coventry,Hi-Cube,Out for Delivery,1,4,13,AO609516,144,07:15,16:20,
2026-09-19,SA22MSC,Potters-Bar,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA22ZWZ,Potters-Bar,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA23RZJ,Potters-Bar,3.5 Tonne,Out for Delivery,1,4,21,AO684225,117,06:15,17:20,
2026-09-19,SA22OTU,Potters-Bar,3.5 Tonne,Out for Delivery,1,4,10,AO638288,120,08:45,16:50,
2026-09-19,SA21FCH,Potters-Bar,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA20PCO,Potters-Bar,3.5 Tonne,Out for Delivery,1,3,17,AO386315,151,06:15,17:20,
2026-09-19,SA25BFB,Potters-Bar,3.5 Tonne,Out for Delivery,1,0,22,AO361030,195,07:45,17:50,
2026-09-19,SA19DRJ,Potters-Bar,3.5 Tonne,Out for Delivery,1,1,12,AO698791,168,06:45,13:50,
2026-09-19,SA23EWM,Potters-Bar,Hi-Cube,Out for Delivery,1,4,11,AO298729,190,05:00,16:20,
2026-09-19,SA20UTN,Potters-Bar,Hi-Cube,Out for Delivery,1,1,8,AO834140,149,06:30,16:20,Sample Mate 007
2026-09-19,SA21VHW,Potters-Bar,Hi-Cube,RELOAD PT 2,1,3,12,AO439323,141,05:00,13:50,Sample Mate 093
2026-09-19,SA24EGM,Gravesend,3.5 Tonne,Out for Delivery,1,0,17,AO873498,149,06:45,15:20,
2026-09-19,SA20USA,Gravesend,3.5 Tonne,Out for Delivery,1,2,19,AO450495,110,07:45,15:05,
2026-09-19,SA21DKO,Gravesend,3.5 Tonne,Out for Delivery,1,4,18,AO433301,165,06:30,17:50,Sample Mate 108
2026-09-19,SA21VKR,Gravesend,3.5 Tonne,Out for Delivery,1,1,15,AO396429,191,07:45,18:35,Sample Mate 113
2026-09-19,SA24WSV,Gravesend,3.5 Tonne,Out for Delivery,1,0,16,AO366051,134,07:00,18:35,
2026-09-19,SA22TVT,Gravesend,3.5 Tonne,Out for Delivery,1,1,14,AO603958,159,08:45,16:20,Sample Mate 087
2026-09-19,SA22OKR,Gravesend,3.5 Tonne,Out for Delivery,1,1,18,AO766657,199,07:30,17:50,
2026-09-19,SA24YXV,Gravesend,Hi-Cube,Out for Delivery,1,1,12,AO334822,119,05:30,12:50,Sample Mate 102
2026-09-19,SA23ZEG,Gravesend,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA25HWN,Gravesend,Hi-Cube,Out for Delivery,1,3,12,AO531470,161,05:15,14:35,
2026-09-19,SA23HXN,Gravesend,3.5 Tonne,Out for Delivery,1,3,8,AO338783,138,05:30,12:50,Sample Mate 100
2026-09-19,SA20CKP,Yaxley,3.5 Tonne,Out for Delivery,1,2,15,AO696614,126,06:15,16:05,
2026-09-19,SA22NUY,Yaxley,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA25DXX,Yaxley,3.5 Tonne,RELOAD PT 2,1,2,22,AO313371,155,05:15,13:20,Sample Mate 089
2026-09-19,SA20TPF,Yaxley,3.5 Tonne,Out for Delivery,1,2,20,AO209073,144,05:30,14:20,
2026-09-19,SA20JNS,Yaxley,3.5 Tonne,Out for Delivery,1,4,21,AO980880,122,07:30,16:50,Sample Mate 084
2026-09-19,SA21LKC,Yaxley,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA23CEV,Yaxley,Hi-Cube,Out for Delivery,1,1,14,AO678980,168,05:15,14:35,
2026-09-19,SA19TEY,Yaxley,Hi-Cube,Out for Delivery,1,3,14,AO762541,178,05:15,14:35,
2026-09-19,SA23VWZ,Yaxley,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA23YPM,Yaxley,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA21CTP,Luton,3.5 Tonne,Out for Delivery,1,1,15,AO341565,106,06:30,17:35,Sample Mate 077
2026-09-19,SA20HOW,Luton,3.5 Tonne,Out for Delivery,1,3,15,AO501141,190,05:15,16:35,
2026-09-19,SA23XGS,Luton,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA25FZR,Luton,3.5 Tonne,Out for Delivery,1,0,19,AO731741,125,06:30,16:50,Sample Mate 079
2026-09-19,SA24TBJ,Luton,3.5 Tonne,Out for Delivery,1,0,15,AO939658,189,07:00,15:05,Sample Mate 082
2026-09-19,SA21RWX,Luton,3.5 Tonne,Out for Delivery,1,1,9,AO606847,152,08:30,15:50,Sample Mate 051
2026-09-19,SA25ZDS,Luton,Hi-Cube,RELOAD PT 2,1,0,15,AO439560,112,06:30,17:05,
2026-09-19,SA21BSM,Luton,Hi-Cube,Out for Delivery,1,1,19,AO901323,188,06:15,17:20,Sample Mate 015
2026-09-19,SA21LYC,Luton,Hi-Cube,Out for Delivery,1,0,20,AO242699,142,06:00,14:35,Sample Mate 073
2026-09-19,SA23UUX,Luton,3.5 Tonne,Out for Delivery,1,2,14,AO194025,155,05:15,12:20,
2026-09-19,SA25HTE,Newport,3.5 Tonne,Out for Delivery,1,1,10,AO501231,123,07:00,18:05,Sample Mate 094
2026-09-19,SA20YYE,Newport,3.5 Tonne,Out for Delivery,1,1,21,AO993829,136,08:45,16:05,
2026-09-19,SA25HKJ,Newport,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA23EPZ,Newport,3.5 Tonne,Out for Delivery,1,3,19,AO557667,169,05:00,15:50,
2026-09-19,SA21NVS,Newport,3.5 Tonne,Out for Delivery,1,3,12,AO823077,106,08:45,17:50,Sample Mate 028
2026-09-19,SA20TYO,Newport,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19MCG,Newport,Hi-Cube,Out for Delivery,1,2,17,AO505473,127,07:30,16:35,Sample Mate 073
2026-09-19,SA25BMC,Newport,Hi-Cube,VOR,0,0,0,,,,,
2026-09-19,SA21KRA,Newport,Hi-Cube,Out for Delivery,1,3,15,AO323486,185,06:00,14:20,Sample Mate 008
2026-09-19,SA19DRA,Newport,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA20GDO,Spennymoor,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA20PDC,Spennymoor,3.5 Tonne,Out for Delivery,1,0,15,AO351018,115,06:15,17:35,Sample Mate 015
2026-09-19,SA20XTS,Spennymoor,3.5 Tonne,Out for Delivery,1,1,22,AO416764,147,07:45,15:20,Sample Mate 091
2026-09-19,SA21MOH,Spennymoor,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA23SYT,Spennymoor,3.5 Tonne,Out for Delivery,1,0,20,AO863715,112,05:15,12:05,Sample Mate 019
2026-09-19,SA23HWK,Spennymoor,3.5 Tonne,Out for Delivery,1,4,21,AO559222,184,06:15,14:35,Sample Mate 077
2026-09-19,SA23KYB,Spennymoor,Hi-Cube,Out for Delivery,1,4,20,AO743507,101,05:15,14:50,
2026-09-19,SA24VPW,Crewe,18 Tonne,Out for Delivery,1,1,18,AO100116,138,06:30,17:05,
2026-09-19,SA19DSG,Crewe,18 Tonne,Out for Delivery,1,1,15,AO134423,167,07:45,18:05,Sample Mate 026
2026-09-19,SA24SHG,Crewe,18 Tonne,Out for Delivery,1,2,11,AO102086,197,07:30,18:20,
2026-09-19,SA23MDE,Crewe,18 Tonne,Out for Delivery,1,3,20,AO341208,144,06:00,14:35,Sample Mate 043
2026-09-19,SA25ZDT,Crewe,18 Tonne,Out for Delivery,1,0,19,AO870227,192,06:30,15:35,Sample Mate 022
2026-09-19,SA23SWO,Crewe,18 Tonne,RELOAD PT 2,1,4,19,AO312174,129,06:00,13:20,
2026-09-19,SA24RVH,Crewe,18 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA20NEV,Crewe,18 Tonne,RELOAD PT 2,1,2,10,AO866646,177,06:15,14:20,
2026-09-19,SA21XVA,Crewe,18 Tonne,Out for Delivery,1,1,20,AO784191,111,05:00,12:05,
2026-09-19,SA22LYH,Crewe,18 Tonne,Out for Delivery,1,4,22,AO375589,199,06:00,14:05,
2026-09-19,SA21JTW,Crewe,18 Tonne,Out for Delivery,1,1,11,AO925943,168,08:45,17:05,
2026-09-19,SA21XVX,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA23RCF,Crewe,18 Tonne,Out for Delivery,1,1,19,AO925052,120,08:00,17:05,Sample Mate 066
2026-09-19,SA25RMO,Crewe,18 Tonne,Out for Delivery,1,1,14,AO473401,184,06:00,17:50,
2026-09-19,SA24LJW,Crewe,18 Tonne,Out for Delivery,1,3,10,AO580447,181,05:45,16:35,Sample Mate 120
2026-09-19,SA20OWC,Crewe,18 Tonne,Out for Delivery,1,3,21,AO419505,199,05:45,12:50,Sample Mate 012
2026-09-19,SA19DBD,Crewe,18 Tonne,Out for Delivery,1,4,17,AO920695,109,07:30,17:35,Sample Mate 106
2026-09-19,SA24LDP,Crewe,18 Tonne,Out for Delivery,1,1,19,AO617109,107,06:30,14:50,Sample Mate 058
2026-09-19,SA23KXZ,Crewe,18 Tonne,Out for Delivery,1,0,10,AO398582,136,05:45,14:50,
2026-09-19,SA21ODB,Crewe,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA24FBZ,Crewe,18 Tonne,Out for Delivery,1,2,17,AO768588,104,08:30,19:35,Sample Mate 115
2026-09-19,SA21TMJ,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA24HBV,Crewe,18 Tonne,Out for Delivery,1,1,9,AO953394,149,05:15,14:20,
2026-09-19,SA24OKB,Crewe,18 Tonne,Out for Delivery,1,4,11,AO566100,171,06:30,13:05,
2026-09-19,SA24VYR,Crewe,18 Tonne,Out for Delivery,1,0,19,AO609173,165,06:30,17:35,
2026-09-19,SA24MCW,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-19,SA20RLP,Crewe,18 Tonne,Out for Delivery,1,3,19,AO463547,105,08:15,15:05,Sample Mate 006
2026-09-19,SA19CBG,Crewe,18 Tonne,Out for Delivery,1,4,21,AO690453,193,05:30,13:20,
2026-09-19,SA19PMX,Crewe,18 Tonne,Out for Delivery,1,2,11,AO249023,149,08:15,18:20,
2026-09-19,SA21LXC,Crewe,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA25TBJ,Crewe,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA22PJY,Crewe,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA21TOM,Crossgreen,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA24KJN,Crossgreen,18 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA21KTM,Crossgreen,18 Tonne,Out for Delivery,1,2,9,AO288440,131,06:00,13:35,Sample Mate 069
2026-09-19,SA23NYF,Crossgreen,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA21VPR,Crossgreen,18 Tonne,Out for Delivery,1,2,22,AO138901,171,07:45,16:05,
2026-09-19,SA19UCD,Crossgreen,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19KFZ,Crossgreen,18 Tonne,Out for Delivery,1,4,15,AO371736,159,08:00,19:05,
2026-09-19,SA22PNW,Crossgreen,18 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA20GGO,Crossgreen,18 Tonne,Out for Delivery,1,3,9,AO266175,121,06:45,14:35,Sample Mate 013
2026-09-19,SA24KNV,Crossgreen,18 Tonne,Out for Delivery,1,1,15,AO126646,109,06:15,16:05,
2026-09-19,SA23UJX,Crossgreen,18 Tonne,Out for Delivery,1,0,12,AO235804,180,08:00,18:35,
2026-09-19,SA24ZDJ,Crossgreen,18 Tonne,RELOAD PT 2,1,1,13,AO716585,153,06:00,16:20,Sample Mate 032
2026-09-19,SA24CYO,Crossgreen,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA19GCZ,Crossgreen,18 Tonne,Out for Delivery,1,4,20,AO430761,193,06:15,17:05,Sample Mate 096
2026-09-19,SA24XKP,Crossgreen,18 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-19,SA20MNW,Stoke,18 Tonne,VOR,0,0,0,,,,,
2026-09-19,SA21LTS,Stoke,18 Tonne,Out for Delivery,1,1,12,AO750671,174,07:15,14:20,
2026-09-19,SA21JWU,Stoke,18 Tonne,Out for Delivery,1,4,22,AO422704,195,05:45,15:20,
